OrderID,Product,QuantityOrdered,Price,OrderDate,PurchaseAddress
189291,Sony wired Headset for MP3 and Movies,1,12.99,08-02-19 19:16,"60 9th Avenue, New York City, NY 10033"
189292,Apple TV,1,99.99,08-18-19 17:31,"636 Wadsworth Avenue, New York City, NY 10033"
189293,Microsoft Surprise Game,1,59.99,08-01-19 13:58,"921 6th Avenue, New York City, NY 10033"
189294,Candy,1,1.99,08-01-19 14:22,"433 Amsterdam Avenue, Staten Island, NY 10023"
189295,Soda,1,2.0,08-26-19 11:54,"971 9th Avenue, Bronx, NY 10032"
189296,Duracell 9 Volt Batteries,1,4.99,08-19-19 20:21,"925 Broadway Avenue, New York City, NY 10033"
189297,Apple Watch,1,499.99,08-19-19 21:18,"136 Audobon Avenue, New York City, NY 10033"
189298,Apple Lightning USB Charger,1,20.0,08-25-19 13:34,"350 St Nicholas Avenue, New York City, NY 10033"
189299,Hot Dog,1,10.0,08-10-19 14:32,"626 St Nicholas Avenue, Bronx, NY 10032"
189300,Epson printer,1,99.99,08-07-19 18:06,"885 St Nicholas Avenue, Queens, NY 10473"
189301,Light Bulbs 3 PK,1,2.49,08-08-19 22:57,"255 St Nicholas Avenue, New York City, NY 10033"
189302,Nintendo Switch Joycon Pair,1,89.99,08-04-19 13:05,"759 Madison Avenue, Staten Island, NY 10023"
189303,Sony wired Headset for MP3 and Movies,1,12.99,08-09-19 19:19,"578 Amsterdam Avenue, Bronx, NY 10032"
189304,Nintendo Switch Surprise Game,1,59.99,08-11-19 12:44,"886 8th Avenue, New York City, NY 10033"
189305,Light Bulbs 3 PK,1,2.49,08-04-19 19:29,"200 5th Avenue, Bronx, NY 10032"
189306,Apple TV,1,99.99,08-23-19 07:08,"296 2nd Avenue, Staten Island, NY 10023"
189307,Light Bulbs 3 PK,1,2.49,08-26-19 10:47,"916 9th Avenue, Queens, NY 10473"
189308,Microsoft Surprise Game,1,59.99,08-13-19 11:38,"38 Park Avenue, Staten Island, NY 10023"
189309,JBL Bluetooth Wireless Speaker,1,199.99,08-07-19 10:14,"308 1st Avenue, Queens, NY 10473"
189310,Soda,1,2.0,08-27-19 10:12,"72 7th Avenue, Bronx, NY 10032"
189311,Nintendo Switch Joycon Pair,1,89.99,08-19-19 18:49,"716 Amsterdam Avenue, Bronx, NY 10032"
189312,Epson printer,1,99.99,08-26-19 08:30,"674 Audobon Avenue, Bronx, NY 10032"
189313,Light Bulbs 3 PK,2,2.49,08-01-19 11:44,"302 8th Avenue, Staten Island, NY 10023"
189314,Microsoft Surprise Game,1,59.99,08-28-19 07:35,"822 2nd Avenue, Queens, NY 10473"
189315,Candy,1,1.99,08-18-19 12:06,"53 2nd Avenue, Brooklyn, NY 12116"
189316,Duracell 9 Volt Batteries,1,4.99,08-01-19 18:07,"656 2nd Avenue, Brooklyn, NY 12116"
189317,Apple TV,1,99.99,08-21-19 11:55,"129 9th Avenue, Queens, NY 10473"
189318,Sony wired Headset for MP3 and Movies,1,12.99,08-05-19 10:20,"90 3rd Avenue, Staten Island, NY 10023"
189319,Nintendo Switch Joycon Pair,1,89.99,08-28-19 12:35,"411 9th Avenue, Staten Island, NY 10023"
189320,Apple Macbook Pro,1,2700.0,08-18-19 16:59,"890 7th Avenue, Brooklyn, NY 12116"
189321,IooT Refrigerator,1,1500.0,08-07-19 19:37,"30 Wadsworth Avenue, New York City, NY 10033"
189322,Duracell 9 Volt Batteries,2,4.99,08-23-19 21:40,"830 5th Avenue, Brooklyn, NY 12116"
189323,Candy,1,1.99,08-02-19 06:35,"31 9th Avenue, Staten Island, NY 10023"
189324,Apple Macbook Pro,1,2700.0,08-15-19 17:24,"709 Park Avenue, New York City, NY 10033"
189325,Soda,1,2.0,08-16-19 16:24,"180 Audobon Avenue, New York City, NY 10033"
189326,Candy,2,1.99,08-19-19 09:34,"608 7th Avenue, New York City, NY 10033"
189327,Apple Air Pods,1,149.0,08-06-19 17:34,"489 3rd Avenue, Bronx, NY 10032"
189328,Soda,1,2.0,08-01-19 08:56,"352 Lexington Avenue, Bronx, NY 10032"
189329,Nintendo Switch,1,249.99,08-08-19 19:15,"840 2nd Avenue, Bronx, NY 10032"
189330,Nintendo Switch,1,249.99,08-20-19 15:09,"968 Wadsworth Avenue, Bronx, NY 10032"
189331,Sony Playstation 4 Controller,1,59.99,08-10-19 16:57,"442 4th Avenue, New York City, NY 10033"
189332,Candy,1,1.99,08-12-19 23:34,"361 3rd Avenue, Bronx, NY 10032"
189333,Sony Playstation 4 Controller,1,59.99,08-29-19 20:32,"226 5th Avenue, Queens, NY 10473"
189334,Light Bulbs 3 PK,1,2.49,08-21-19 03:21,"674 Madison Avenue, Queens, NY 10473"
189335,Nintendo Switch,1,249.99,08-03-19 19:39,"323 5th Avenue, Staten Island, NY 10023"
189336,Extended Warranty 3 Years,1,49.0,08-23-19 11:41,"376 7th Avenue, Staten Island, NY 10023"
189337,Apple TV,1,99.99,08-26-19 10:42,"812 8th Avenue, Bronx, NY 10032"
189338,Apple TV,1,99.99,08-18-19 11:54,"188 2nd Avenue, New York City, NY 10033"
189339,Soda,5,2.0,08-23-19 11:39,"202 2nd Avenue, New York City, NY 10033"
189340,Whirlpool Washer and Dryer,1,699.0,08-31-19 21:24,"61 3rd Avenue, Queens, NY 10473"
189341,Soda,2,2.0,08-12-19 03:43,"328 5th Avenue, New York City, NY 10033"
189342,Candy,3,1.99,08-15-19 02:38,"326 3rd Avenue, Queens, NY 10473"
189343,Wireless Headset for gaming,1,69.99,08-28-19 18:21,"92 Lexington Avenue, New York City, NY 10033"
189344,Sony Playstation 4 Controller,1,59.99,08-10-19 23:47,"351 Broadway Avenue, Brooklyn, NY 12116"
189345,Candy,1,1.99,08-07-19 20:18,"971 4th Avenue, Brooklyn, NY 12116"
189346,Nintendo Switch,1,249.99,08-20-19 15:09,"537 Broadway Avenue, Queens, NY 10473"
189347,Soda,1,2.0,08-16-19 09:47,"799 8th Avenue, Queens, NY 10473"
189348,Candy,3,1.99,08-27-19 19:48,"397 6th Avenue, New York City, NY 10033"
189349,Wireless Headset for gaming,1,69.99,08-07-19 21:13,"491 1st Avenue, Staten Island, NY 10023"
189350,Nintendo Switch Surprise Game,1,59.99,08-21-19 18:58,"216 7th Avenue, Brooklyn, NY 12116"
189351,Apple Macbook Pro,1,2700.0,08-28-19 17:12,"137 6th Avenue, Queens, NY 10473"
189352,Apple Lightning USB Charger,1,20.0,08-31-19 19:07,"73 6th Avenue, Bronx, NY 10032"
189353,Epson printer,1,99.99,08-10-19 06:44,"819 Audobon Avenue, New York City, NY 10033"
189354,Light Bulbs 3 PK,1,2.49,08-04-19 07:45,"471 Amsterdam Avenue, Staten Island, NY 10023"
189355,Nintendo Switch,1,249.99,08-04-19 19:12,"616 7th Avenue, Brooklyn, NY 12116"
189356,Apple Macbook Pro,1,2700.0,08-13-19 19:27,"364 Audobon Avenue, Bronx, NY 10032"
189357,Sony Playstation 4 Pro,1,399.99,08-28-19 20:01,"463 Lexington Avenue, Queens, NY 10473"
189357,Sony Playstation 4 Surprise Game,1,59.99,08-28-19 20:01,"463 Lexington Avenue, Queens, NY 10473"
189358,Apple Air Pods,1,149.0,08-25-19 13:19,"486 Park Avenue, Queens, NY 10473"
189359,Candy,3,1.99,08-15-19 07:48,"515 2nd Avenue, Queens, NY 10473"
189360,Soda,5,2.0,08-28-19 10:39,"266 Broadway Avenue, New York City, NY 10033"
189361,Nintendo Switch,1,249.99,08-30-19 13:02,"258 9th Avenue, Queens, NY 10473"
189362,JBL Bluetooth Wireless Speaker,1,199.99,08-31-19 23:04,"569 9th Avenue, Brooklyn, NY 12116"
189363,Candy,5,1.99,08-02-19 00:08,"3 2nd Avenue, New York City, NY 10033"
189364,USB C Android Charger,1,11.99,08-17-19 23:26,"160 Wadsworth Avenue, New York City, NY 10033"
189365,Soda,1,2.0,08-30-19 11:42,"326 Broadway Avenue, Bronx, NY 10032"
189366,Soda,1,2.0,08-12-19 12:37,"411 6th Avenue, New York City, NY 10033"
189367,Hot Dog,1,10.0,08-15-19 15:22,"82 Broadway Avenue, Staten Island, NY 10023"
189368,Light Bulbs 3 PK,2,2.49,08-10-19 23:42,"799 St Nicholas Avenue, Queens, NY 10473"
189368,Soda,3,2.0,08-10-19 23:42,"799 St Nicholas Avenue, Queens, NY 10473"
189369,Hot Dog,1,10.0,08-06-19 10:22,"257 Broadway Avenue, Queens, NY 10473"
189370,Lenovo Thinkpad,1,799.0,08-26-19 13:06,"332 3rd Avenue, Staten Island, NY 10023"
189371,Duracell 9 Volt Batteries,1,4.99,08-21-19 03:11,"490 Audobon Avenue, New York City, NY 10033"
189372,Apple TV,1,99.99,08-25-19 14:51,"548 6th Avenue, Bronx, NY 10032"
189373,Extended Warranty 3 Years,1,49.0,08-18-19 19:07,"158 Amsterdam Avenue, New York City, NY 10033"
189374,Whirlpool Washer and Dryer,1,699.0,08-25-19 09:14,"987 6th Avenue, Bronx, NY 10032"
189375,Apple Lightning USB Charger,2,20.0,08-12-19 00:48,"588 Lexington Avenue, New York City, NY 10033"
189376,Samsung Galaxy S10 Plus,1,999.99,08-04-19 13:41,"71 Park Avenue, Bronx, NY 10032"
189377,Candy,1,1.99,08-11-19 19:04,"841 5th Avenue, Staten Island, NY 10023"
189378,Candy,4,1.99,08-09-19 11:45,"271 Madison Avenue, Queens, NY 10473"
189379,Wired Headset for gaming,1,49.99,08-05-19 17:15,"584 Amsterdam Avenue, Queens, NY 10473"
189380,Light Bulbs 3 PK,2,2.49,08-26-19 11:11,"748 Audobon Avenue, Queens, NY 10473"
189381,Nintendo Switch Joycon Pair,1,89.99,08-07-19 17:46,"315 3rd Avenue, Staten Island, NY 10023"
189382,JBL Bluetooth Wireless Speaker,1,199.99,08-14-19 10:56,"981 Broadway Avenue, Staten Island, NY 10023"
189383,Light Bulbs 3 PK,1,2.49,08-25-19 18:42,"554 4th Avenue, Staten Island, NY 10023"
189384,Hot Dog,1,10.0,08-25-19 17:36,"646 6th Avenue, Bronx, NY 10032"
189385,USB C Android Charger,1,11.99,08-29-19 09:44,"665 Park Avenue, New York City, NY 10033"
189386,Apple iPhone 11 Pro,1,1100.0,08-09-19 22:17,"587 6th Avenue, Bronx, NY 10032"
189387,Candy,1,1.99,08-07-19 07:54,"35 1st Avenue, Queens, NY 10473"
189388,Samsung Galaxy S10 Plus,1,999.99,08-31-19 10:20,"544 Amsterdam Avenue, New York City, NY 10033"
189389,Epson printer,1,99.99,08-15-19 16:53,"851 5th Avenue, Brooklyn, NY 12116"
189390,Apple TV,1,99.99,08-06-19 18:46,"851 2nd Avenue, Staten Island, NY 10023"
189391,Light Bulbs 3 PK,2,2.49,08-08-19 14:19,"358 7th Avenue, New York City, NY 10033"
189392,Lenovo Thinkpad,1,799.0,08-15-19 23:37,"295 Audobon Avenue, Queens, NY 10473"
189393,Candy,5,1.99,08-14-19 21:40,"114 5th Avenue, Staten Island, NY 10023"
189394,JBL Bluetooth Wireless Speaker,1,199.99,08-08-19 12:00,"956 Wadsworth Avenue, Staten Island, NY 10023"
189395,Hot Dog,1,10.0,08-31-19 16:39,"15 6th Avenue, Queens, NY 10473"
189396,Sony Playstation 4 Controller,1,59.99,08-12-19 22:24,"863 Park Avenue, Queens, NY 10473"
189397,Sony wired Headset for MP3 and Movies,1,12.99,08-19-19 19:18,"818 St Nicholas Avenue, Brooklyn, NY 12116"
189398,Hot Dog,1,10.0,08-02-19 11:57,"112 7th Avenue, New York City, NY 10033"
189399,IooT Refrigerator,1,1500.0,08-22-19 20:57,"996 Audobon Avenue, Staten Island, NY 10023"
189400,Candy,1,1.99,08-08-19 16:09,"356 5th Avenue, Bronx, NY 10032"
189401,Apple TV,1,99.99,08-17-19 20:48,"238 Lexington Avenue, Staten Island, NY 10023"
189402,Apple Macbook Pro,1,2700.0,08-15-19 09:52,"612 Lexington Avenue, New York City, NY 10033"
189403,Apple iPhone 11 Pro,1,1100.0,08-14-19 16:00,"409 2nd Avenue, Brooklyn, NY 12116"
189403,Apple Lightning USB Charger,1,20.0,08-14-19 16:00,"409 2nd Avenue, Brooklyn, NY 12116"
189404,Apple TV,1,99.99,08-27-19 10:19,"505 Broadway Avenue, Queens, NY 10473"
189405,Sony wired Headset for MP3 and Movies,1,12.99,08-24-19 09:22,"782 1st Avenue, Queens, NY 10473"
189406,Samsung Galaxy S10 Plus,1,999.99,08-10-19 20:55,"651 Broadway Avenue, New York City, NY 10033"
189407,Candy,2,1.99,08-05-19 09:35,"901 1st Avenue, Brooklyn, NY 12116"
189408,Epson printer,1,99.99,08-03-19 20:21,"348 7th Avenue, Queens, NY 10473"
189409,Apple TV,1,99.99,08-18-19 21:09,"268 8th Avenue, New York City, NY 10033"
189410,Candy,2,1.99,08-04-19 20:31,"12 5th Avenue, Staten Island, NY 10023"
189411,Apple Watch,1,499.99,08-27-19 12:39,"801 Park Avenue, New York City, NY 10033"
189412,Hot Dog,1,10.0,08-31-19 20:53,"512 6th Avenue, Bronx, NY 10032"
189413,Wireless Headset for gaming,1,69.99,08-07-19 21:00,"179 7th Avenue, Queens, NY 10473"
189414,Epson printer,1,99.99,08-27-19 16:07,"272 1st Avenue, New York City, NY 10033"
189415,Candy,3,1.99,08-22-19 12:05,"246 Lexington Avenue, Bronx, NY 10032"
189415,Nintendo Switch Surprise Game,1,59.99,08-22-19 12:05,"246 Lexington Avenue, Bronx, NY 10032"
189416,Soda,4,2.0,08-16-19 11:27,"864 2nd Avenue, Bronx, NY 10032"
189417,Candy,1,1.99,08-30-19 22:37,"842 8th Avenue, Staten Island, NY 10023"
189418,Apple TV,1,99.99,08-22-19 16:26,"724 9th Avenue, New York City, NY 10033"
189419,Wireless Headset for gaming,1,69.99,08-11-19 17:01,"403 4th Avenue, New York City, NY 10033"
189420,Light Bulbs 3 PK,4,2.49,08-26-19 16:01,"87 Wadsworth Avenue, Brooklyn, NY 12116"
189421,Light Bulbs 3 PK,1,2.49,08-09-19 18:03,"733 St Nicholas Avenue, New York City, NY 10033"
189422,Duracell 9 Volt Batteries,1,4.99,08-20-19 14:38,"688 6th Avenue, Bronx, NY 10032"
189423,JBL Bluetooth Wireless Speaker,1,199.99,08-11-19 12:11,"58 Park Avenue, Bronx, NY 10032"
189424,Duracell 9 Volt Batteries,1,4.99,08-29-19 23:06,"518 5th Avenue, New York City, NY 10033"
189425,Light Bulbs 3 PK,1,2.49,08-31-19 18:10,"529 3rd Avenue, Queens, NY 10473"
189426,Apple iPhone 11 Pro,1,1100.0,08-05-19 23:04,"979 1st Avenue, Bronx, NY 10032"
189427,Sony Playstation 4 Controller,1,59.99,08-02-19 21:52,"881 4th Avenue, Brooklyn, NY 12116"
189428,Wireless Headset for gaming,1,69.99,08-06-19 15:58,"559 7th Avenue, Bronx, NY 10032"
189429,Candy,3,1.99,08-30-19 12:53,"449 3rd Avenue, Queens, NY 10473"
189430,Hot Dog,1,10.0,08-02-19 16:53,"979 Wadsworth Avenue, Queens, NY 10473"
189431,Apple TV,1,99.99,08-07-19 10:56,"121 6th Avenue, Queens, NY 10473"
189432,Wired Headset for gaming,1,49.99,08-25-19 20:28,"543 6th Avenue, New York City, NY 10033"
189433,Microsoft XBox One X,1,399.99,08-29-19 18:54,"393 6th Avenue, Staten Island, NY 10023"
189433,Microsoft XBox One Controller,1,59.99,08-29-19 18:54,"393 6th Avenue, Staten Island, NY 10023"
189434,Candy,3,1.99,08-13-19 10:38,"882 4th Avenue, Bronx, NY 10032"
189435,Nintendo Switch Surprise Game,1,59.99,08-16-19 21:34,"181 Madison Avenue, Queens, NY 10473"
189436,Sony Playstation 4 Pro,1,399.99,08-28-19 19:14,"189 5th Avenue, Queens, NY 10473"
189436,Sony Playstation 4 Surprise Game,1,59.99,08-28-19 19:14,"189 5th Avenue, Queens, NY 10473"
189436,Sony Playstation 4 Controller,1,59.99,08-28-19 19:14,"189 5th Avenue, Queens, NY 10473"
189437,JBL Bluetooth Wireless Speaker,1,199.99,08-07-19 10:24,"402 Wadsworth Avenue, Bronx, NY 10032"
189438,Apple TV,1,99.99,08-14-19 09:01,"378 5th Avenue, Brooklyn, NY 12116"
189439,Extended Warranty 3 Years,1,49.0,08-17-19 12:34,"337 4th Avenue, Bronx, NY 10032"
189440,Soda,3,2.0,08-04-19 11:14,"678 8th Avenue, New York City, NY 10033"
189441,Wired Headset for gaming,1,49.99,08-15-19 13:00,"182 3rd Avenue, Brooklyn, NY 12116"
189442,Apple Air Pods,1,149.0,08-11-19 12:24,"406 4th Avenue, New York City, NY 10033"
189443,Soda,3,2.0,08-04-19 15:40,"748 Madison Avenue, Queens, NY 10473"
189444,Sony wired Headset for MP3 and Movies,1,12.99,08-30-19 08:12,"634 Wadsworth Avenue, Brooklyn, NY 12116"
189445,Soda,1,2.0,08-10-19 14:55,"803 5th Avenue, Bronx, NY 10032"
189446,Nintendo Switch,1,249.99,08-09-19 18:58,"490 9th Avenue, New York City, NY 10033"
189447,Apple iPhone 11 Pro,1,1100.0,08-07-19 09:39,"83 1st Avenue, Bronx, NY 10032"
189448,Candy,2,1.99,08-08-19 16:52,"138 3rd Avenue, Staten Island, NY 10023"
189449,Wireless Headset for gaming,1,69.99,08-05-19 20:15,"710 Lexington Avenue, Staten Island, NY 10023"
189450,Light Bulbs 3 PK,1,2.49,08-19-19 15:58,"714 3rd Avenue, Staten Island, NY 10023"
189451,Hot Dog,1,10.0,08-18-19 19:06,"746 Lexington Avenue, Staten Island, NY 10023"
189452,Hot Dog,1,10.0,08-15-19 20:47,"310 9th Avenue, Brooklyn, NY 12116"
189453,Apple TV,1,99.99,08-08-19 10:55,"948 Park Avenue, New York City, NY 10033"
189454,USB C Android Charger,1,11.99,08-14-19 14:53,"692 6th Avenue, Queens, NY 10473"
189455,JBL Bluetooth Wireless Speaker,1,199.99,08-11-19 12:39,"73 Wadsworth Avenue, New York City, NY 10033"
189456,IooT Refrigerator,1,1500.0,08-04-19 23:31,"24 Madison Avenue, Staten Island, NY 10023"
189457,Candy,3,1.99,08-01-19 18:00,"869 Madison Avenue, Queens, NY 10473"
189458,Nintendo Switch Surprise Game,1,59.99,08-03-19 18:18,"200 4th Avenue, New York City, NY 10033"
189459,Candy,2,1.99,08-11-19 17:04,"418 Wadsworth Avenue, Brooklyn, NY 12116"
189460,Apple iPhone 11 Pro,1,1100.0,08-11-19 17:41,"797 Park Avenue, Staten Island, NY 10023"
189460,Apple Lightning USB Charger,1,20.0,08-11-19 17:41,"797 Park Avenue, Staten Island, NY 10023"
189461,Sony Playstation 4 Surprise Game,1,59.99,08-01-19 21:07,"278 St Nicholas Avenue, New York City, NY 10033"
189462,Wired Headset for gaming,1,49.99,08-21-19 16:17,"604 5th Avenue, Bronx, NY 10032"
189463,JBL Bluetooth Wireless Speaker,1,199.99,08-15-19 11:38,"508 St Nicholas Avenue, Brooklyn, NY 12116"
189464,Sony Playstation 4 Surprise Game,1,59.99,08-17-19 20:52,"284 Wadsworth Avenue, Queens, NY 10473"
189465,Candy,1,1.99,08-18-19 12:30,"292 4th Avenue, Bronx, NY 10032"
189466,Sony Playstation 4 Surprise Game,1,59.99,08-06-19 20:04,"778 3rd Avenue, Bronx, NY 10032"
189467,Apple iPhone 11 Pro,1,1100.0,08-05-19 21:08,"397 Amsterdam Avenue, Bronx, NY 10032"
189468,Duracell 9 Volt Batteries,1,4.99,08-19-19 20:48,"779 Audobon Avenue, New York City, NY 10033"
189469,JBL Bluetooth Wireless Speaker,1,199.99,08-31-19 17:31,"38 4th Avenue, New York City, NY 10033"
189470,Light Bulbs 3 PK,1,2.49,08-15-19 11:03,"435 7th Avenue, Staten Island, NY 10023"
189471,USB C Android Charger,1,11.99,08-24-19 21:19,"687 6th Avenue, Brooklyn, NY 12116"
189472,Lenovo Thinkpad,1,799.0,08-07-19 22:37,"632 Broadway Avenue, Staten Island, NY 10023"
189473,Sony Playstation 4 Pro,1,399.99,08-31-19 13:08,"116 Audobon Avenue, Queens, NY 10473"
189474,Soda,1,2.0,08-01-19 14:12,"794 Madison Avenue, Brooklyn, NY 12116"
189475,Hot Dog,1,10.0,08-28-19 15:11,"698 7th Avenue, Brooklyn, NY 12116"
189476,Apple Lightning USB Charger,1,20.0,08-10-19 10:04,"652 2nd Avenue, Queens, NY 10473"
189477,Candy,1,1.99,08-26-19 14:27,"635 Audobon Avenue, Staten Island, NY 10023"
189478,Hot Dog,1,10.0,08-12-19 22:58,"408 1st Avenue, Brooklyn, NY 12116"
189479,Hot Dog,2,10.0,08-19-19 21:57,"654 Audobon Avenue, Queens, NY 10473"
189480,Candy,1,1.99,08-10-19 23:44,"187 Madison Avenue, New York City, NY 10033"
189481,Candy,1,1.99,08-05-19 07:29,"407 Lexington Avenue, Queens, NY 10473"
189482,Soda,2,2.0,08-11-19 09:16,"305 Madison Avenue, Brooklyn, NY 12116"
189483,Nintendo Switch,1,249.99,08-23-19 08:30,"628 Amsterdam Avenue, New York City, NY 10033"
189484,Wired Headset for gaming,1,49.99,08-01-19 13:53,"754 Audobon Avenue, Brooklyn, NY 12116"
189485,Duracell 9 Volt Batteries,1,4.99,08-26-19 19:17,"380 5th Avenue, Brooklyn, NY 12116"
189486,Duracell 9 Volt Batteries,1,4.99,08-02-19 12:09,"328 4th Avenue, Bronx, NY 10032"
189487,Apple TV,1,99.99,08-31-19 22:19,"996 2nd Avenue, New York City, NY 10033"
189488,Light Bulbs 3 PK,1,2.49,08-28-19 10:45,"677 Madison Avenue, Queens, NY 10473"
189489,Hot Dog,1,10.0,08-24-19 21:52,"999 7th Avenue, Queens, NY 10473"
189490,Lenovo Thinkpad,1,799.0,08-03-19 12:24,"689 6th Avenue, Brooklyn, NY 12116"
189491,Candy,1,1.99,08-21-19 17:05,"693 Madison Avenue, Queens, NY 10473"
189492,Hot Dog,1,10.0,08-08-19 09:26,"890 6th Avenue, Brooklyn, NY 12116"
189493,Extended Warranty 3 Years,1,49.0,08-22-19 15:13,"887 Lexington Avenue, Bronx, NY 10032"
189494,Nintendo Switch,1,249.99,08-02-19 13:04,"922 Madison Avenue, New York City, NY 10033"
189495,Wired Headset for gaming,1,49.99,08-12-19 11:57,"342 Wadsworth Avenue, Staten Island, NY 10023"
189496,Apple TV,1,99.99,08-09-19 13:13,"214 9th Avenue, New York City, NY 10033"
189497,Candy,2,1.99,08-24-19 15:07,"479 7th Avenue, Brooklyn, NY 12116"
189498,Duracell 9 Volt Batteries,1,4.99,08-29-19 20:57,"140 St Nicholas Avenue, New York City, NY 10033"
189499,LG 65 Inch 4k Smart TV,1,399.99,08-19-19 15:44,"333 2nd Avenue, Staten Island, NY 10023"
189500,Lenovo Thinkpad,1,799.0,08-29-19 22:03,"181 8th Avenue, Brooklyn, NY 12116"
189501,Sony wired Headset for MP3 and Movies,1,12.99,08-17-19 15:23,"880 1st Avenue, Bronx, NY 10032"
189502,Apple Macbook Pro,1,2700.0,08-10-19 21:07,"298 Amsterdam Avenue, New York City, NY 10033"
189503,Soda,1,2.0,08-12-19 23:41,"845 6th Avenue, Brooklyn, NY 12116"
189504,Nintendo Switch,1,249.99,08-21-19 12:43,"222 8th Avenue, Staten Island, NY 10023"
189505,Duracell 9 Volt Batteries,1,4.99,08-07-19 17:39,"212 9th Avenue, New York City, NY 10033"
189506,Sony Playstation 4 Surprise Game,1,59.99,08-29-19 08:16,"716 Lexington Avenue, Bronx, NY 10032"
189507,Whirlpool Washer and Dryer,1,699.0,08-12-19 17:47,"492 Madison Avenue, New York City, NY 10033"
189508,Nintendo Switch Surprise Game,1,59.99,08-13-19 11:42,"870 Lexington Avenue, New York City, NY 10033"
189509,Candy,4,1.99,08-05-19 18:15,"589 2nd Avenue, New York City, NY 10033"
189510,Duracell 9 Volt Batteries,2,4.99,08-03-19 13:21,"33 Wadsworth Avenue, Staten Island, NY 10023"
189511,USB C Android Charger,1,11.99,08-15-19 18:34,"705 5th Avenue, Staten Island, NY 10023"
189512,Epson printer,1,99.99,08-21-19 01:53,"437 9th Avenue, Bronx, NY 10032"
189513,Apple TV,1,99.99,08-13-19 15:13,"605 Lexington Avenue, Brooklyn, NY 12116"
189514,Candy,1,1.99,08-29-19 22:55,"955 3rd Avenue, Queens, NY 10473"
189515,Sony Playstation 4 Controller,1,59.99,08-03-19 20:45,"54 8th Avenue, Staten Island, NY 10023"
189516,Duracell 9 Volt Batteries,1,4.99,08-08-19 12:06,"260 2nd Avenue, Brooklyn, NY 12116"
189517,Sony Playstation 4 Surprise Game,1,59.99,08-19-19 23:05,"864 3rd Avenue, Bronx, NY 10032"
189518,Apple Lightning USB Charger,1,20.0,08-12-19 22:49,"215 Madison Avenue, Queens, NY 10473"
189519,Candy,1,1.99,08-20-19 19:02,"963 4th Avenue, Queens, NY 10473"
189520,Apple Macbook Pro,1,2700.0,08-28-19 18:49,"886 3rd Avenue, Queens, NY 10473"
189521,Light Bulbs 3 PK,2,2.49,08-17-19 21:24,"799 5th Avenue, Staten Island, NY 10023"
189522,Sony wired Headset for MP3 and Movies,1,12.99,08-08-19 22:58,"10 St Nicholas Avenue, Bronx, NY 10032"
189523,Sony Playstation 4 Surprise Game,1,59.99,08-10-19 14:58,"23 1st Avenue, New York City, NY 10033"
189524,Duracell 9 Volt Batteries,1,4.99,08-25-19 03:28,"964 Amsterdam Avenue, Queens, NY 10473"
